(87959, 45194, 1.0)
(87959, 21014, 1.0)
(87959, 90589, 1.0)
(87959, 38254, 1.0)
(87959, 3939, 1.0)
(87959, 6068, 1.0)
(87959, 31202, 1.0)
(87959, 82744, 1.0)
(87959, 69075, 1.0)
(87959, 4707, 1.0)
(87959, 58873, 1.0)
(87959, 47027, 1.0)
(87959, 67808, 1.0)
(87959, 22900, 1.0)
(87959, 89448, 1.0)
(87959, 64216, 1.0)
(87959, 19879, 1.0)
(87959, 74272, 1.0)
(87959, 18695, 1.0)
(87959, 65677, 1.0)
(87959, 37375, 1.0)
(87959, 74627, 1.0)
(87959, 9714, 1.0)
(87959, 81415, 1.0)
(87959, 57035, 1.0)
(87959, 82751, 1.0)
(87959, 23594, 1.0)
(96471, 6567, 1.0)
(50085, 26555, 1.0)
(50085, 59066, 1.0)
(50085, 83833, 1.0)
(50085, 15260, 1.0)
(50085, 85679, 1.0)
(50085, 67017, 1.0)
(50085, 66549, 1.0)
(50085, 74431, 1.0)
(50085, 78512, 1.0)
(50085, 17859, 1.0)
(50085, 93008, 1.0)
(50085, 45321, 1.0)
(50085, 26922, 1.0)
(50085, 48130, 1.0)
(50085, 52407, 1.0)
(50085, 67941, 1.0)
(50085, 88032, 1.0)
(50085, 12160, 1.0)
(50085, 25487, 1.0)
(50085, 25229, 1.0)
(50085, 28772, 1.0)
(50085, 20856, 1.0)
(50085, 41432, 1.0)
(50085, 24425, 1.0)
(50085, 93216, 1.0)
(50085, 35599, 1.0)
(50085, 4834, 1.0)
(50085, 24601, 1.0)
(50085, 46038, 1.0)
(50085, 53613, 1.0)
(50085, 48744, 1.0)
(50085, 71619, 1.0)
(50085, 72145, 1.0)
(50085, 98416, 1.0)
(57853, 18822, 1.0)
(57853, 84491, 1.0)
(57853, 74451, 1.0)
(57853, 70512, 1.0)
(57853, 91105, 1.0)
(57853, 91934, 1.0)
(57853, 86870, 1.0)
(57853, 97825, 1.0)
(57853, 43155, 1.0)
(57853, 89363, 1.0)
(57853, 86751, 1.0)
(57853, 80827, 1.0)
(57853, 97485, 1.0)
(45194, 21014, 1.0)
(45194, 90589, 1.0)
(45194, 38254, 1.0)
(45194, 3939, 1.0)
(45194, 6068, 1.0)
(45194, 31202, 1.0)
(45194, 82744, 1.0)
(45194, 69075, 1.0)
(45194, 4707, 1.0)
(45194, 58873, 1.0)
(45194, 47027, 1.0)
(45194, 67808, 1.0)
(45194, 22900, 1.0)
(45194, 89448, 1.0)
(45194, 64216, 1.0)
(45194, 19879, 1.0)
(45194, 74272, 1.0)
(45194, 18695, 1.0)
(45194, 65677, 1.0)
(45194, 37375, 1.0)
(45194, 74627, 1.0)
(45194, 9714, 1.0)
(45194, 81415, 1.0)
(45194, 57035, 1.0)
(45194, 82751, 1.0)
(45194, 23594, 1.0)
(76536, 42821, 1.0)
(76536, 97769, 1.0)
(5010, 74042, 1.0)
(5010, 58030, 1.0)
(9977, 14836, 1.0)
(9977, 62214, 1.0)
(9977, 31942, 1.0)
(9977, 64508, 1.0)
(14625, 57167, 1.0)
(14625, 15641, 1.0)
(14625, 35825, 1.0)
(14625, 51119, 1.0)
(14625, 31135, 1.0)
(14625, 90973, 1.0)
(14625, 81808, 1.0)
(53366, 72670, 1.0)
(53366, 87255, 1.0)
(53366, 89338, 1.0)
(53366, 71248, 1.0)
(53366, 95625, 1.0)
(53366, 76437, 1.0)
(53366, 10510, 1.0)
(53366, 28561, 1.0)
(53366, 89361, 1.0)
(53366, 2722, 1.0)
(53366, 517, 1.0)
(53366, 59392, 1.0)
(53366, 78317, 1.0)
(53366, 14499, 1.0)
(53366, 34451, 1.0)
(53366, 68718, 1.0)
(51345, 92455, 1.0)
(42239, 40070, 1.0)
(42239, 17806, 1.0)
(42239, 82776, 1.0)
(42239, 83813, 1.0)
(42239, 43901, 1.0)
(42239, 26252, 1.0)
(42239, 31394, 1.0)
(42239, 27424, 1.0)
(63599, 99805, 1.0)
(26555, 59066, 1.0)
(26555, 83833, 1.0)
(26555, 15260, 1.0)
(26555, 85679, 1.0)
(26555, 67017, 1.0)
(26555, 66549, 1.0)
(26555, 74431, 1.0)
(26555, 78512, 1.0)
(26555, 17859, 1.0)
(26555, 93008, 1.0)
(26555, 45321, 1.0)
(26555, 26922, 1.0)
(26555, 48130, 1.0)
(26555, 52407, 1.0)
(26555, 67941, 1.0)
(26555, 88032, 1.0)
(26555, 12160, 1.0)
(26555, 25487, 1.0)
(26555, 25229, 1.0)
(26555, 28772, 1.0)
(26555, 20856, 1.0)
(26555, 41432, 1.0)
(26555, 24425, 1.0)
(26555, 93216, 1.0)
(26555, 35599, 1.0)
(26555, 4834, 1.0)
(26555, 24601, 1.0)
(26555, 46038, 1.0)
(26555, 53613, 1.0)
(26555, 48744, 1.0)
(26555, 71619, 1.0)
(26555, 72145, 1.0)
(26555, 98416, 1.0)
(27028, 53313, 1.0)
(40070, 17806, 1.0)
(40070, 82776, 1.0)
(40070, 83813, 1.0)
(40070, 43901, 1.0)
(40070, 26252, 1.0)
(40070, 31394, 1.0)
(40070, 27424, 1.0)
(59066, 83833, 1.0)
(59066, 15260, 1.0)
(59066, 85679, 1.0)
(59066, 67017, 1.0)
(59066, 66549, 1.0)
(59066, 74431, 1.0)
(59066, 78512, 1.0)
(59066, 17859, 1.0)
(59066, 93008, 1.0)
(59066, 45321, 1.0)
(59066, 26922, 1.0)
(59066, 48130, 1.0)
(59066, 52407, 1.0)
(59066, 67941, 1.0)
(59066, 88032, 1.0)
(59066, 12160, 1.0)
(59066, 25487, 1.0)
(59066, 25229, 1.0)
(59066, 28772, 1.0)
(59066, 20856, 1.0)
(59066, 41432, 1.0)
(59066, 24425, 1.0)
(59066, 93216, 1.0)
(59066, 35599, 1.0)
(59066, 4834, 1.0)
(59066, 24601, 1.0)
(59066, 46038, 1.0)
(59066, 53613, 1.0)
(59066, 48744, 1.0)
(59066, 71619, 1.0)
(59066, 72145, 1.0)
(59066, 98416, 1.0)
(83833, 15260, 1.0)
(83833, 85679, 1.0)
(83833, 67017, 1.0)
(83833, 66549, 1.0)
(83833, 74431, 1.0)
(83833, 78512, 1.0)
(83833, 17859, 1.0)
(83833, 93008, 1.0)
(83833, 45321, 1.0)
(83833, 26922, 1.0)
(83833, 48130, 1.0)
(83833, 52407, 1.0)
(83833, 67941, 1.0)
(83833, 88032, 1.0)
(83833, 12160, 1.0)
(83833, 25487, 1.0)
(83833, 25229, 1.0)
(83833, 28772, 1.0)
(83833, 20856, 1.0)
(83833, 41432, 1.0)
(83833, 24425, 1.0)
(83833, 93216, 1.0)
(83833, 35599, 1.0)
(83833, 4834, 1.0)
(83833, 24601, 1.0)
(83833, 46038, 1.0)
(83833, 53613, 1.0)
(83833, 48744, 1.0)
(83833, 71619, 1.0)
(83833, 72145, 1.0)
(83833, 98416, 1.0)
(18822, 84491, 1.0)
(18822, 74451, 1.0)
(18822, 70512, 1.0)
(18822, 91105, 1.0)
(18822, 91934, 1.0)
(18822, 86870, 1.0)
(18822, 97825, 1.0)
(18822, 43155, 1.0)
(18822, 89363, 1.0)
(18822, 86751, 1.0)
(18822, 80827, 1.0)
(18822, 97485, 1.0)
(7697, 94266, 1.0)
(7697, 35386, 1.0)
(26825, 3351, 1.0)
(21014, 90589, 1.0)
(21014, 38254, 1.0)
(21014, 3939, 1.0)
(21014, 6068, 1.0)
(21014, 31202, 1.0)
(21014, 82744, 1.0)
(21014, 69075, 1.0)
(21014, 4707, 1.0)
(21014, 58873, 1.0)
(21014, 47027, 1.0)
(21014, 67808, 1.0)
(21014, 22900, 1.0)
(21014, 89448, 1.0)
(21014, 64216, 1.0)
(21014, 19879, 1.0)
(21014, 74272, 1.0)
(21014, 18695, 1.0)
(21014, 65677, 1.0)
(21014, 37375, 1.0)
(21014, 74627, 1.0)
(21014, 9714, 1.0)
(21014, 81415, 1.0)
(21014, 57035, 1.0)
(21014, 82751, 1.0)
(21014, 23594, 1.0)
(15260, 85679, 1.0)
(15260, 67017, 1.0)
(15260, 66549, 1.0)
(15260, 74431, 1.0)
(15260, 78512, 1.0)
(15260, 17859, 1.0)
(15260, 93008, 1.0)
(15260, 45321, 1.0)
(15260, 26922, 1.0)
(15260, 48130, 1.0)
(15260, 52407, 1.0)
(15260, 67941, 1.0)
(15260, 88032, 1.0)
(15260, 12160, 1.0)
(15260, 25487, 1.0)
(15260, 25229, 1.0)
(15260, 28772, 1.0)
(15260, 20856, 1.0)
(15260, 41432, 1.0)
(15260, 24425, 1.0)
(15260, 93216, 1.0)
(15260, 35599, 1.0)
(15260, 4834, 1.0)
(15260, 24601, 1.0)
(15260, 46038, 1.0)
(15260, 53613, 1.0)
(15260, 48744, 1.0)
(15260, 71619, 1.0)
(15260, 72145, 1.0)
(15260, 98416, 1.0)
(84491, 74451, 1.0)
(84491, 70512, 1.0)
(84491, 91105, 1.0)
(84491, 91934, 1.0)
(84491, 86870, 1.0)
(84491, 97825, 1.0)
(84491, 43155, 1.0)
(84491, 89363, 1.0)
(84491, 86751, 1.0)
(84491, 80827, 1.0)
(84491, 97485, 1.0)
(90589, 38254, 1.0)
(90589, 3939, 1.0)
(90589, 6068, 1.0)
(90589, 31202, 1.0)
(90589, 82744, 1.0)
(90589, 69075, 1.0)
(90589, 4707, 1.0)
(90589, 58873, 1.0)
(90589, 47027, 1.0)
(90589, 67808, 1.0)
(90589, 22900, 1.0)
(90589, 89448, 1.0)
(90589, 64216, 1.0)
(90589, 19879, 1.0)
(90589, 74272, 1.0)
(90589, 18695, 1.0)
(90589, 65677, 1.0)
(90589, 37375, 1.0)
(90589, 74627, 1.0)
(90589, 9714, 1.0)
(90589, 81415, 1.0)
(90589, 57035, 1.0)
(90589, 82751, 1.0)
(90589, 23594, 1.0)
(76843, 703, 1.0)
(76843, 86648, 1.0)
(76843, 7666, 1.0)
(38254, 3939, 1.0)
(38254, 6068, 1.0)
(38254, 31202, 1.0)
(38254, 82744, 1.0)
(38254, 69075, 1.0)
(38254, 4707, 1.0)
(38254, 58873, 1.0)
(38254, 47027, 1.0)
(38254, 67808, 1.0)
(38254, 22900, 1.0)
(38254, 89448, 1.0)
(38254, 64216, 1.0)
(38254, 19879, 1.0)
(38254, 74272, 1.0)
(38254, 18695, 1.0)
(38254, 65677, 1.0)
(38254, 37375, 1.0)
(38254, 74627, 1.0)
(38254, 9714, 1.0)
(38254, 81415, 1.0)
(38254, 57035, 1.0)
(38254, 82751, 1.0)
(38254, 23594, 1.0)
(39202, 32173, 1.0)
(72670, 87255, 1.0)
(72670, 89338, 1.0)
(72670, 71248, 1.0)
(72670, 95625, 1.0)
(72670, 76437, 1.0)
(72670, 10510, 1.0)
(72670, 28561, 1.0)
(72670, 89361, 1.0)
(72670, 2722, 1.0)
(72670, 517, 1.0)
(72670, 59392, 1.0)
(72670, 78317, 1.0)
(72670, 14499, 1.0)
(72670, 34451, 1.0)
(72670, 68718, 1.0)
(87255, 89338, 1.0)
(87255, 71248, 1.0)
(87255, 95625, 1.0)
(87255, 76437, 1.0)
(87255, 10510, 1.0)
(87255, 28561, 1.0)
(87255, 89361, 1.0)
(87255, 2722, 1.0)
(87255, 517, 1.0)
(87255, 59392, 1.0)
(87255, 78317, 1.0)
(87255, 14499, 1.0)
(87255, 34451, 1.0)
(87255, 68718, 1.0)
(20105, 15264, 1.0)
(20105, 51892, 1.0)
(20105, 47566, 1.0)
(35199, 13644, 1.0)
(85679, 67017, 1.0)
(85679, 66549, 1.0)
(85679, 74431, 1.0)
(85679, 78512, 1.0)
(85679, 17859, 1.0)
(85679, 93008, 1.0)
(85679, 45321, 1.0)
(85679, 26922, 1.0)
(85679, 48130, 1.0)
(85679, 52407, 1.0)
(85679, 67941, 1.0)
(85679, 88032, 1.0)
(85679, 12160, 1.0)
(85679, 25487, 1.0)
(85679, 25229, 1.0)
(85679, 28772, 1.0)
(85679, 20856, 1.0)
(85679, 41432, 1.0)
(85679, 24425, 1.0)
(85679, 93216, 1.0)
(85679, 35599, 1.0)
(85679, 4834, 1.0)
(85679, 24601, 1.0)
(85679, 46038, 1.0)
(85679, 53613, 1.0)
(85679, 48744, 1.0)
(85679, 71619, 1.0)
(85679, 72145, 1.0)
(85679, 98416, 1.0)
(62409, 9008, 1.0)
(62409, 39371, 1.0)
(62409, 61696, 1.0)
(62409, 48582, 1.0)
(62409, 58368, 1.0)
(62409, 77335, 1.0)
(62409, 35768, 1.0)
(67017, 66549, 1.0)
(67017, 74431, 1.0)
(67017, 78512, 1.0)
(67017, 17859, 1.0)
(67017, 93008, 1.0)
(67017, 45321, 1.0)
(67017, 26922, 1.0)
(67017, 48130, 1.0)
(67017, 52407, 1.0)
(67017, 67941, 1.0)
(67017, 88032, 1.0)
(67017, 12160, 1.0)
(67017, 25487, 1.0)
(67017, 25229, 1.0)
(67017, 28772, 1.0)
(67017, 20856, 1.0)
(67017, 41432, 1.0)
(67017, 24425, 1.0)
(67017, 93216, 1.0)
(67017, 35599, 1.0)
(67017, 4834, 1.0)
(67017, 24601, 1.0)
(67017, 46038, 1.0)
(67017, 53613, 1.0)
(67017, 48744, 1.0)
(67017, 71619, 1.0)
(67017, 72145, 1.0)
(67017, 98416, 1.0)
(29873, 61217, 1.0)
(57167, 15641, 1.0)
(57167, 35825, 1.0)
(57167, 51119, 1.0)
(57167, 31135, 1.0)
(57167, 90973, 1.0)
(57167, 81808, 1.0)
(15264, 51892, 1.0)
(15264, 47566, 1.0)
(89338, 71248, 1.0)
(89338, 95625, 1.0)
(89338, 76437, 1.0)
(89338, 10510, 1.0)
(89338, 28561, 1.0)
(89338, 89361, 1.0)
(89338, 2722, 1.0)
(89338, 517, 1.0)
(89338, 59392, 1.0)
(89338, 78317, 1.0)
(89338, 14499, 1.0)
(89338, 34451, 1.0)
(89338, 68718, 1.0)
(64884, 37709, 1.0)
(14836, 62214, 1.0)
(14836, 31942, 1.0)
(14836, 64508, 1.0)
(71248, 95625, 1.0)
(71248, 76437, 1.0)
(71248, 10510, 1.0)
(71248, 28561, 1.0)
(71248, 89361, 1.0)
(71248, 2722, 1.0)
(71248, 517, 1.0)
(71248, 59392, 1.0)
(71248, 78317, 1.0)
(71248, 14499, 1.0)
(71248, 34451, 1.0)
(71248, 68718, 1.0)
(9008, 39371, 1.0)
(9008, 61696, 1.0)
(9008, 48582, 1.0)
(9008, 58368, 1.0)
(9008, 77335, 1.0)
(9008, 35768, 1.0)
(66549, 74431, 1.0)
(66549, 78512, 1.0)
(66549, 17859, 1.0)
(66549, 93008, 1.0)
(66549, 45321, 1.0)
(66549, 26922, 1.0)
(66549, 48130, 1.0)
(66549, 52407, 1.0)
(66549, 67941, 1.0)
(66549, 88032, 1.0)
(66549, 12160, 1.0)
(66549, 25487, 1.0)
(66549, 25229, 1.0)
(66549, 28772, 1.0)
(66549, 20856, 1.0)
(66549, 41432, 1.0)
(66549, 24425, 1.0)
(66549, 93216, 1.0)
(66549, 35599, 1.0)
(66549, 4834, 1.0)
(66549, 24601, 1.0)
(66549, 46038, 1.0)
(66549, 53613, 1.0)
(66549, 48744, 1.0)
(66549, 71619, 1.0)
(66549, 72145, 1.0)
(66549, 98416, 1.0)
(95625, 76437, 1.0)
(95625, 10510, 1.0)
(95625, 28561, 1.0)
(95625, 89361, 1.0)
(95625, 2722, 1.0)
(95625, 517, 1.0)
(95625, 59392, 1.0)
(95625, 78317, 1.0)
(95625, 14499, 1.0)
(95625, 34451, 1.0)
(95625, 68718, 1.0)
(62214, 31942, 1.0)
(62214, 64508, 1.0)
(39371, 61696, 1.0)
(39371, 48582, 1.0)
(39371, 58368, 1.0)
(39371, 77335, 1.0)
(39371, 35768, 1.0)
(24554, 16446, 1.0)
(24554, 34220, 1.0)
(24554, 28003, 1.0)
(24554, 91865, 1.0)
(24554, 61475, 1.0)
(24554, 43373, 1.0)
(74431, 78512, 1.0)
(74431, 17859, 1.0)
(74431, 93008, 1.0)
(74431, 45321, 1.0)
(74431, 26922, 1.0)
(74431, 48130, 1.0)
(74431, 52407, 1.0)
(74431, 67941, 1.0)
(74431, 88032, 1.0)
(74431, 12160, 1.0)
(74431, 25487, 1.0)
(74431, 25229, 1.0)
(74431, 28772, 1.0)
(74431, 20856, 1.0)
(74431, 41432, 1.0)
(74431, 24425, 1.0)
(74431, 93216, 1.0)
(74431, 35599, 1.0)
(74431, 4834, 1.0)
(74431, 24601, 1.0)
(74431, 46038, 1.0)
(74431, 53613, 1.0)
(74431, 48744, 1.0)
(74431, 71619, 1.0)
(74431, 72145, 1.0)
(74431, 98416, 1.0)
(74485, 35104, 1.0)
(74485, 40373, 1.0)
(74485, 91717, 1.0)
(74485, 11956, 1.0)
(86450, 78137, 1.0)
(3939, 6068, 1.0)
(3939, 31202, 1.0)
(3939, 82744, 1.0)
(3939, 69075, 1.0)
(3939, 4707, 1.0)
(3939, 58873, 1.0)
(3939, 47027, 1.0)
(3939, 67808, 1.0)
(3939, 22900, 1.0)
(3939, 89448, 1.0)
(3939, 64216, 1.0)
(3939, 19879, 1.0)
(3939, 74272, 1.0)
(3939, 18695, 1.0)
(3939, 65677, 1.0)
(3939, 37375, 1.0)
(3939, 74627, 1.0)
(3939, 9714, 1.0)
(3939, 81415, 1.0)
(3939, 57035, 1.0)
(3939, 82751, 1.0)
(3939, 23594, 1.0)
(35104, 40373, 1.0)
(35104, 91717, 1.0)
(35104, 11956, 1.0)
(40373, 91717, 1.0)
(40373, 11956, 1.0)
(53567, 6270, 1.0)
(78512, 17859, 1.0)
(78512, 93008, 1.0)
(78512, 45321, 1.0)
(78512, 26922, 1.0)
(78512, 48130, 1.0)
(78512, 52407, 1.0)
(78512, 67941, 1.0)
(78512, 88032, 1.0)
(78512, 12160, 1.0)
(78512, 25487, 1.0)
(78512, 25229, 1.0)
(78512, 28772, 1.0)
(78512, 20856, 1.0)
(78512, 41432, 1.0)
(78512, 24425, 1.0)
(78512, 93216, 1.0)
(78512, 35599, 1.0)
(78512, 4834, 1.0)
(78512, 24601, 1.0)
(78512, 46038, 1.0)
(78512, 53613, 1.0)
(78512, 48744, 1.0)
(78512, 71619, 1.0)
(78512, 72145, 1.0)
(78512, 98416, 1.0)
(6068, 31202, 1.0)
(6068, 82744, 1.0)
(6068, 69075, 1.0)
(6068, 4707, 1.0)
(6068, 58873, 1.0)
(6068, 47027, 1.0)
(6068, 67808, 1.0)
(6068, 22900, 1.0)
(6068, 89448, 1.0)
(6068, 64216, 1.0)
(6068, 19879, 1.0)
(6068, 74272, 1.0)
(6068, 18695, 1.0)
(6068, 65677, 1.0)
(6068, 37375, 1.0)
(6068, 74627, 1.0)
(6068, 9714, 1.0)
(6068, 81415, 1.0)
(6068, 57035, 1.0)
(6068, 82751, 1.0)
(6068, 23594, 1.0)
(17806, 82776, 1.0)
(17806, 83813, 1.0)
(17806, 43901, 1.0)
(17806, 26252, 1.0)
(17806, 31394, 1.0)
(17806, 27424, 1.0)
(17859, 93008, 1.0)
(17859, 45321, 1.0)
(17859, 26922, 1.0)
(17859, 48130, 1.0)
(17859, 52407, 1.0)
(17859, 67941, 1.0)
(17859, 88032, 1.0)
(17859, 12160, 1.0)
(17859, 25487, 1.0)
(17859, 25229, 1.0)
(17859, 28772, 1.0)
(17859, 20856, 1.0)
(17859, 41432, 1.0)
(17859, 24425, 1.0)
(17859, 93216, 1.0)
(17859, 35599, 1.0)
(17859, 4834, 1.0)
(17859, 24601, 1.0)
(17859, 46038, 1.0)
(17859, 53613, 1.0)
(17859, 48744, 1.0)
(17859, 71619, 1.0)
(17859, 72145, 1.0)
(17859, 98416, 1.0)
(16446, 34220, 1.0)
(16446, 28003, 1.0)
(16446, 91865, 1.0)
(16446, 61475, 1.0)
(16446, 43373, 1.0)
(91717, 11956, 1.0)
(93008, 45321, 1.0)
(93008, 26922, 1.0)
(93008, 48130, 1.0)
(93008, 52407, 1.0)
(93008, 67941, 1.0)
(93008, 88032, 1.0)
(93008, 12160, 1.0)
(93008, 25487, 1.0)
(93008, 25229, 1.0)
(93008, 28772, 1.0)
(93008, 20856, 1.0)
(93008, 41432, 1.0)
(93008, 24425, 1.0)
(93008, 93216, 1.0)
(93008, 35599, 1.0)
(93008, 4834, 1.0)
(93008, 24601, 1.0)
(93008, 46038, 1.0)
(93008, 53613, 1.0)
(93008, 48744, 1.0)
(93008, 71619, 1.0)
(93008, 72145, 1.0)
(93008, 98416, 1.0)
(51892, 47566, 1.0)
(45321, 26922, 1.0)
(45321, 48130, 1.0)
(45321, 52407, 1.0)
(45321, 67941, 1.0)
(45321, 88032, 1.0)
(45321, 12160, 1.0)
(45321, 25487, 1.0)
(45321, 25229, 1.0)
(45321, 28772, 1.0)
(45321, 20856, 1.0)
(45321, 41432, 1.0)
(45321, 24425, 1.0)
(45321, 93216, 1.0)
(45321, 35599, 1.0)
(45321, 4834, 1.0)
(45321, 24601, 1.0)
(45321, 46038, 1.0)
(45321, 53613, 1.0)
(45321, 48744, 1.0)
(45321, 71619, 1.0)
(45321, 72145, 1.0)
(45321, 98416, 1.0)
(26922, 48130, 1.0)
(26922, 52407, 1.0)
(26922, 67941, 1.0)
(26922, 88032, 1.0)
(26922, 12160, 1.0)
(26922, 25487, 1.0)
(26922, 25229, 1.0)
(26922, 28772, 1.0)
(26922, 20856, 1.0)
(26922, 41432, 1.0)
(26922, 24425, 1.0)
(26922, 93216, 1.0)
(26922, 35599, 1.0)
(26922, 4834, 1.0)
(26922, 24601, 1.0)
(26922, 46038, 1.0)
(26922, 53613, 1.0)
(26922, 48744, 1.0)
(26922, 71619, 1.0)
(26922, 72145, 1.0)
(26922, 98416, 1.0)
(34220, 28003, 1.0)
(34220, 91865, 1.0)
(34220, 61475, 1.0)
(34220, 43373, 1.0)
(61696, 48582, 1.0)
(61696, 58368, 1.0)
(61696, 77335, 1.0)
(61696, 35768, 1.0)
(48130, 52407, 1.0)
(48130, 67941, 1.0)
(48130, 88032, 1.0)
(48130, 12160, 1.0)
(48130, 25487, 1.0)
(48130, 25229, 1.0)
(48130, 28772, 1.0)
(48130, 20856, 1.0)
(48130, 41432, 1.0)
(48130, 24425, 1.0)
(48130, 93216, 1.0)
(48130, 35599, 1.0)
(48130, 4834, 1.0)
(48130, 24601, 1.0)
(48130, 46038, 1.0)
(48130, 53613, 1.0)
(48130, 48744, 1.0)
(48130, 71619, 1.0)
(48130, 72145, 1.0)
(48130, 98416, 1.0)
(74451, 70512, 1.0)
(74451, 91105, 1.0)
(74451, 91934, 1.0)
(74451, 86870, 1.0)
(74451, 97825, 1.0)
(74451, 43155, 1.0)
(74451, 89363, 1.0)
(74451, 86751, 1.0)
(74451, 80827, 1.0)
(74451, 97485, 1.0)
(52407, 67941, 1.0)
(52407, 88032, 1.0)
(52407, 12160, 1.0)
(52407, 25487, 1.0)
(52407, 25229, 1.0)
(52407, 28772, 1.0)
