10,0,0.6666666666666666,0.9835186999998768,2.2553601999998136
20,0,1.0,2.0596490999996604,0.5312101999998049
30,0,1.0,3.1738250999997035,0.4473471999999674
40,0,1.0,4.016467200000079,0.4884443000000829
50,0,1.0,5.041533600000548,0.4657284000004438
60,0,1.0,5.913491499999509,0.47572239999954036
70,0,1.0,6.754985999999917,0.4544951999996556
80,0,1.0,7.8662756000003355,0.4559644000000844
90,0,1.0,8.928410299999996,0.45769449999988865
100,0,1.0,9.790535600000112,0.4818550999998479
10,1,0.9375,0.18900849999954517,0.21227209999960905
20,1,0.9574468085106383,0.3643566999999166,0.20781850000003033
30,1,1.0,0.5273482000002332,0.20771070000046166
40,1,1.0,0.6909095000000889,0.2121290000004592
50,1,1.0,0.8946722000000591,0.21282140000039362
60,1,1.0,1.2447848000001613,0.2520597999991878
70,1,1.0,1.2886146000000736,0.21538599999985308
80,1,1.0,1.364035600000534,0.20621289999962755
90,1,1.0,1.8745896999998877,0.35890440000002855
100,1,1.0,1.733581100000265,0.22977059999993799
10,2,0.39103690685413006,0.2600578999999925,0.29478949999975157
20,2,0.46743697478991597,0.4869397000002209,0.2880723999996917
30,2,0.5676020408163265,0.7170540999995865,0.2956596999993053
40,2,0.5374396135265701,1.071080400000028,0.33838050000031217
50,2,0.6486880466472303,1.239090699999906,0.2884556999997585
60,2,0.6375358166189111,1.360338800000136,0.28828129999965313
70,2,0.7355371900826446,1.6324678999999378,0.2925308000003497
80,2,0.839622641509434,1.8631739000002199,0.2981863000004523
90,2,0.7606837606837606,2.4796908000007534,0.34355409999989206
100,2,0.9801762114537445,2.590816199999608,0.30732759999955306
