960	43637
960	2849
960	27487
49656	93662
49656	63311
49656	6245
49656	97966
49656	15658
49656	47152
49656	21421
49656	90012
49656	45381
49656	76329
49656	25764
49656	75983
49656	1633
49656	40288
49656	97962
49656	93685
49656	46478
49656	96824
49656	41217
49656	15943
49656	8491
49656	67633
49656	6649
49656	45985
49656	51806
49656	71635
49656	40480
49656	88360
49656	52706
49656	5626
49656	23749
49656	88495
49656	15073
49656	87232
49656	66
49656	67600
49656	1595
49656	79051
49656	11513
42366	97750
42366	43594
42366	32534
42366	36731
42366	91057
42366	22826
86596	72479
86596	37141
86596	73867
86596	99019
86596	30708
86596	63121
86596	9610
5731	98103
5731	85061
5731	98289
5731	70561
32365	46252
89617	68623
89617	61162
89617	61528
89617	94570
89617	46902
89617	63957
89617	30621
89617	1034
89617	24377
89617	78906
89617	76583
89617	32232
89617	82657
89617	32186
89617	48217
89617	33349
89617	44713
89617	65896
89617	25791
89617	80676
89617	43699
89617	34910
89617	98862
89617	77415
89617	6038
89617	76493
89617	1230
89617	77827
89617	18961
89617	58693
88705	68515
74082	13913
74082	32387
74082	15696
74082	78370
93662	63311
93662	6245
93662	97966
93662	15658
93662	47152
93662	21421
93662	90012
93662	45381
93662	76329
93662	25764
93662	75983
93662	1633
93662	40288
93662	97962
93662	93685
93662	46478
93662	96824
93662	41217
93662	15943
93662	8491
93662	67633
93662	6649
93662	45985
93662	51806
93662	71635
93662	40480
93662	88360
93662	52706
93662	5626
93662	23749
93662	88495
93662	15073
93662	87232
93662	66
93662	67600
93662	1595
93662	79051
93662	11513
72479	37141
72479	73867
72479	99019
72479	30708
72479	63121
72479	9610
69377	75244
69377	9517
69377	58747
68623	61162
68623	61528
68623	94570
68623	46902
68623	63957
68623	30621
68623	1034
68623	24377
68623	78906
68623	76583
68623	32232
68623	82657
68623	32186
68623	48217
68623	33349
68623	44713
68623	65896
68623	25791
68623	80676
68623	43699
68623	34910
68623	98862
68623	77415
68623	6038
68623	76493
68623	1230
68623	77827
68623	18961
68623	58693
63311	6245
63311	97966
63311	15658
63311	47152
63311	21421
63311	90012
63311	45381
63311	76329
63311	25764
63311	75983
63311	1633
63311	40288
63311	97962
63311	93685
63311	46478
63311	96824
63311	41217
63311	15943
63311	8491
63311	67633
63311	6649
63311	45985
63311	51806
63311	71635
63311	40480
63311	88360
63311	52706
63311	5626
63311	23749
63311	88495
63311	15073
63311	87232
63311	66
63311	67600
63311	1595
63311	79051
63311	11513
63391	70944
63391	44969
63391	94133
63391	86177
63391	4822
63391	44859
63391	5232
63391	21901
63391	78412
63391	24979
63391	28913
37141	73867
37141	99019
37141	30708
37141	63121
37141	9610
61162	61528
61162	94570
61162	46902
61162	63957
61162	30621
61162	1034
61162	24377
61162	78906
61162	76583
61162	32232
61162	82657
61162	32186
61162	48217
61162	33349
61162	44713
61162	65896
61162	25791
61162	80676
61162	43699
61162	34910
61162	98862
61162	77415
61162	6038
61162	76493
61162	1230
61162	77827
61162	18961
61162	58693
27911	44971
97750	43594
97750	32534
97750	36731
97750	91057
97750	22826
6245	97966
6245	15658
6245	47152
6245	21421
6245	90012
6245	45381
6245	76329
6245	25764
6245	75983
6245	1633
6245	40288
6245	97962
6245	93685
6245	46478
6245	96824
6245	41217
6245	15943
6245	8491
6245	67633
6245	6649
6245	45985
6245	51806
6245	71635
6245	40480
6245	88360
6245	52706
6245	5626
6245	23749
6245	88495
6245	15073
6245	87232
6245	66
6245	67600
6245	1595
6245	79051
6245	11513
73867	99019
73867	30708
73867	63121
73867	9610
97966	15658
97966	47152
97966	21421
97966	90012
97966	45381
97966	76329
97966	25764
97966	75983
97966	1633
97966	40288
97966	97962
97966	93685
97966	46478
97966	96824
97966	41217
97966	15943
97966	8491
97966	67633
97966	6649
97966	45985
97966	51806
97966	71635
97966	40480
97966	88360
97966	52706
97966	5626
97966	23749
97966	88495
97966	15073
97966	87232
97966	66
97966	67600
97966	1595
97966	79051
97966	11513
15658	47152
15658	21421
15658	90012
15658	45381
15658	76329
15658	25764
15658	75983
15658	1633
15658	40288
15658	97962
15658	93685
15658	46478
15658	96824
15658	41217
15658	15943
15658	8491
15658	67633
15658	6649
15658	45985
15658	51806
15658	71635
15658	40480
15658	88360
15658	52706
15658	5626
15658	23749
15658	88495
15658	15073
15658	87232
15658	66
15658	67600
15658	1595
15658	79051
15658	11513
99019	30708
99019	63121
99019	9610
51942	11280
61528	94570
61528	46902
61528	63957
61528	30621
61528	1034
61528	24377
61528	78906
61528	76583
61528	32232
61528	82657
61528	32186
61528	48217
61528	33349
61528	44713
61528	65896
61528	25791
61528	80676
61528	43699
61528	34910
61528	98862
61528	77415
61528	6038
61528	76493
61528	1230
61528	77827
61528	18961
61528	58693
92330	79525
8375	49724
8375	12167
8375	82229
8375	37760
8375	15284
43594	32534
43594	36731
43594	91057
43594	22826
75906	83515
75906	33947
49724	12167
49724	82229
49724	37760
49724	15284
47152	21421
47152	90012
47152	45381
47152	76329
47152	25764
47152	75983
47152	1633
47152	40288
47152	97962
47152	93685
47152	46478
47152	96824
47152	41217
47152	15943
47152	8491
47152	67633
47152	6649
47152	45985
47152	51806
47152	71635
47152	40480
47152	88360
47152	52706
47152	5626
47152	23749
47152	88495
47152	15073
47152	87232
47152	66
47152	67600
47152	1595
47152	79051
47152	11513
21421	90012
21421	45381
21421	76329
21421	25764
21421	75983
21421	1633
21421	40288
21421	97962
21421	93685
21421	46478
21421	96824
21421	41217
21421	15943
21421	8491
21421	67633
21421	6649
21421	45985
21421	51806
21421	71635
21421	40480
21421	88360
21421	52706
21421	5626
21421	23749
21421	88495
21421	15073
21421	87232
21421	66
21421	67600
21421	1595
21421	79051
21421	11513
90012	45381
90012	76329
90012	25764
90012	75983
90012	1633
90012	40288
90012	97962
90012	93685
90012	46478
90012	96824
90012	41217
90012	15943
90012	8491
90012	67633
90012	6649
90012	45985
90012	51806
90012	71635
90012	40480
90012	88360
90012	52706
90012	5626
90012	23749
90012	88495
90012	15073
90012	87232
90012	66
90012	67600
90012	1595
90012	79051
90012	11513
94570	46902
94570	63957
94570	30621
94570	1034
94570	24377
94570	78906
94570	76583
94570	32232
94570	82657
94570	32186
94570	48217
94570	33349
94570	44713
94570	65896
94570	25791
94570	80676
94570	43699
94570	34910
94570	98862
94570	77415
94570	6038
94570	76493
94570	1230
94570	77827
94570	18961
94570	58693
83139	14912
83139	86475
83139	13773
46902	63957
46902	30621
46902	1034
46902	24377
46902	78906
46902	76583
46902	32232
46902	82657
46902	32186
46902	48217
46902	33349
46902	44713
46902	65896
46902	25791
46902	80676
46902	43699
46902	34910
46902	98862
46902	77415
46902	6038
46902	76493
46902	1230
46902	77827
46902	18961
46902	58693
65630	63995
65630	79136
65630	53096
65630	71691
70944	44969
70944	94133
70944	86177
70944	4822
70944	44859
70944	5232
70944	21901
70944	78412
70944	24979
70944	28913
63957	30621
63957	1034
63957	24377
63957	78906
63957	76583
63957	32232
63957	82657
63957	32186
63957	48217
63957	33349
63957	44713
63957	65896
63957	25791
63957	80676
63957	43699
63957	34910
63957	98862
63957	77415
63957	6038
63957	76493
63957	1230
63957	77827
63957	18961
63957	58693
25251	6579
25251	70890
25251	46433
25251	25601
25251	7616
25251	90511
25251	46353
25251	80809
25251	44609
25251	58223
25251	14101
25251	17532
48666	69568
63995	79136
63995	53096
63995	71691
30621	1034
30621	24377
30621	78906
30621	76583
30621	32232
30621	82657
30621	32186
30621	48217
30621	33349
30621	44713
30621	65896
30621	25791
30621	80676
30621	43699
30621	34910
30621	98862
30621	77415
30621	6038
30621	76493
30621	1230
30621	77827
30621	18961
30621	58693
79136	53096
79136	71691
43138	56669
45381	76329
45381	25764
45381	75983
45381	1633
45381	40288
45381	97962
45381	93685
45381	46478
45381	96824
45381	41217
45381	15943
45381	8491
45381	67633
45381	6649
45381	45985
45381	51806
45381	71635
45381	40480
45381	88360
45381	52706
45381	5626
45381	23749
45381	88495
45381	15073
45381	87232
45381	66
45381	67600
45381	1595
45381	79051
45381	11513
76329	25764
76329	75983
76329	1633
76329	40288
76329	97962
76329	93685
76329	46478
76329	96824
76329	41217
76329	15943
76329	8491
76329	67633
76329	6649
76329	45985
76329	51806
76329	71635
76329	40480
76329	88360
76329	52706
76329	5626
76329	23749
76329	88495
76329	15073
76329	87232
76329	66
76329	67600
76329	1595
76329	79051
76329	11513
75244	9517
75244	58747
25764	75983
25764	1633
25764	40288
25764	97962
25764	93685
25764	46478
25764	96824
25764	41217
25764	15943
25764	8491
25764	67633
25764	6649
25764	45985
25764	51806
25764	71635
25764	40480
25764	88360
25764	52706
25764	5626
25764	23749
25764	88495
25764	15073
25764	87232
25764	66
25764	67600
25764	1595
25764	79051
25764	11513
75983	1633
75983	40288
75983	97962
75983	93685
75983	46478
75983	96824
75983	41217
75983	15943
75983	8491
75983	67633
75983	6649
75983	45985
75983	51806
75983	71635
75983	40480
75983	88360
75983	52706
75983	5626
75983	23749
75983	88495
75983	15073
75983	87232
75983	66
75983	67600
75983	1595
75983	79051
75983	11513
43637	2849
43637	27487
1034	24377
1034	78906
1034	76583
1034	32232
1034	82657
1034	32186
1034	48217
1034	33349
1034	44713
1034	65896
1034	25791
1034	80676
1034	43699
1034	34910
1034	98862
1034	77415
1034	6038
1034	76493
1034	1230
1034	77827
1034	18961
1034	58693
61214	23696
61214	90020
44969	94133
44969	86177
44969	4822
44969	44859
44969	5232
44969	21901
44969	78412
44969	24979
44969	28913
1633	40288
1633	97962
1633	93685
1633	46478
1633	96824
1633	41217
1633	15943
1633	8491
1633	67633
1633	6649
1633	45985
1633	51806
1633	71635
1633	40480
1633	88360
1633	52706
1633	5626
1633	23749
1633	88495
1633	15073
1633	87232
1633	66
1633	67600
1633	1595
1633	79051
1633	11513
94133	86177
94133	4822
94133	44859
94133	5232
94133	21901
94133	78412
94133	24979
94133	28913
32534	36731
32534	91057
32534	22826
24377	78906
24377	76583
24377	32232
24377	82657
24377	32186
24377	48217
24377	33349
24377	44713
24377	65896
24377	25791
24377	80676
24377	43699
24377	34910
24377	98862
24377	77415
24377	6038
24377	76493
24377	1230
24377	77827
24377	18961
24377	58693
40288	97962
40288	93685
40288	46478
40288	96824
40288	41217
40288	15943
40288	8491
40288	67633
40288	6649
40288	45985
40288	51806
40288	71635
40288	40480
40288	88360
40288	52706
40288	5626
40288	23749
40288	88495
40288	15073
40288	87232
40288	66
40288	67600
40288	1595
